-39.56   ,     -40.27
-39.73   ,     -40.44
-39.89   ,     -40.60
-40.05   ,     -40.77
-40.21   ,     -40.93
-40.37   ,     -41.09
-40.53   ,     -41.26
-40.69   ,     -41.42
-40.85   ,     -41.58
-41.01   ,     -41.74
-41.16   ,     -41.90
-41.32   ,     -42.06
-41.48   ,     -42.22
-41.64   ,     -42.38
-41.79   ,     -42.54
-41.95   ,     -42.70
-42.10   ,     -42.85
-42.26   ,     -43.01
-42.41   ,     -43.17
-42.57   ,     -43.33
-42.72   ,     -43.48
-42.87   ,     -43.64
-43.02   ,     -43.79
-43.17   ,     -43.94
-43.32   ,     -44.09
-43.46   ,     -44.24
-43.61   ,     -44.38
-43.75   ,     -44.53
-43.90   ,     -44.68
-44.04   ,     -44.82
-44.18   ,     -44.97
-44.32   ,     -45.11
-44.47   ,     -45.26
-44.61   ,     -45.40
-44.75   ,     -45.55
-44.89   ,     -45.69
-45.02   ,     -45.82
-45.16   ,     -45.96
-45.30   ,     -46.10
-45.43   ,     -46.24
-45.56   ,     -46.38
-45.70   ,     -46.51
-45.83   ,     -46.65
-45.97   ,     -46.79
-46.10   ,     -46.92
-46.23   ,     -47.05
-46.35   ,     -47.18
-46.48   ,     -47.31
-46.61   ,     -47.44
-46.73   ,     -47.57
-46.86   ,     -47.69
-46.99   ,     -47.82
-47.11   ,     -47.95
-47.23   ,     -48.07
-47.36   ,     -48.20
-47.48   ,     -48.32
-47.59   ,     -48.44
-47.71   ,     -48.56
-47.82   ,     -48.67
-47.94   ,     -48.79
-48.05   ,     -48.91
-48.17   ,     -49.03
-48.28   ,     -49.14
-48.39   ,     -49.25
-48.50   ,     -49.37
-48.61   ,     -49.47
-48.71   ,     -49.58
-48.81   ,     -49.68
-48.91   ,     -49.78
-49.01   ,     -49.88
-49.11   ,     -49.98
-49.21   ,     -50.08
-49.30   ,     -50.18
-49.40   ,     -50.28
-49.50   ,     -50.38
-49.59   ,     -50.47
-49.68   ,     -50.56
-49.77   ,     -50.65
